0.036	-1.584
0.072	-1.584
0.108	-1.584
0.144	-1.584
0.180	-1.584
0.216	-1.584
0.252	-1.584
0.288	-1.584
0.324	-1.584
0.360	-1.584
0.396	-1.584
0.432	-1.584
0.468	-1.584
0.504	-1.584
0.540	-1.584
0.576	-1.584
0.612	-1.584
0.648	-1.584
0.684	-1.584
0.720	-1.584
0.756	-1.584
0.792	-1.584
0.828	-1.584
0.864	-1.584
0.900	-1.584
0.936	-1.584
0.972	-1.584
1.008	-1.584
1.044	-1.584
1.080	-1.584
1.116	-1.584
1.152	-1.584
1.188	-1.584
1.224	-1.584
1.260	-1.584
1.296	-1.584
1.332	-1.584
1.368	-1.584
1.404	-1.584
1.440	-1.584
1.404	-1.584
1.368	-1.584
1.332	-1.584
1.296	-1.584
1.260	-1.584
1.224	-1.584
1.188	-1.584
1.152	-1.584
1.116	-1.584
1.080	-1.584
1.044	-1.584
1.008	-1.584
0.972	-1.584
0.936	-1.584
0.900	-1.584
0.864	-1.584
0.828	-1.584
0.792	-1.584
0.756	-1.584
0.720	-1.584
0.684	-1.584
0.648	-1.584
0.612	-1.584
0.576	-1.584
0.540	-1.584
0.504	-1.584
0.468	-1.584
0.432	-1.584
0.396	-1.584
0.360	-1.584
0.324	-1.584
0.288	-1.584
0.252	-1.584
0.216	-1.584
0.180	-1.584
0.144	-1.584
0.108	-1.584
0.072	-1.584
0.036	-1.584
0.000	-1.584
-0.036	-1.584
-0.072	-1.584
-0.108	-1.584
-0.144	-1.584
-0.180	-1.584
-0.216	-1.584
-0.252	-1.584
-0.288	-1.584
-0.324	-1.584
-0.360	-1.584
-0.396	-1.584
-0.432	-1.584
-0.468	-1.584
-0.504	-1.584
-0.540	-1.584
-0.576	-1.584
-0.612	-1.584
-0.648	-1.584
-0.684	-1.584
-0.720	-1.584
-0.756	-1.584
-0.792	-1.584
-0.828	-1.584
-0.864	-1.584
-0.900	-1.584
-0.936	-1.584
-0.972	-1.584
-1.008	-1.584
-1.044	-1.584
-1.080	-1.584
-1.116	-1.584
-1.152	-1.584
-1.188	-1.584
-1.224	-1.584
-1.260	-1.584
-1.296	-1.584
-1.332	-1.584
-1.368	-1.584
-1.404	-1.584
-1.440	-1.584
-1.404	-1.584
-1.368	-1.584
-1.332	-1.584
-1.296	-1.584
-1.260	-1.584
-1.224	-1.584
-1.188	-1.584
-1.152	-1.584
-1.116	-1.584
-1.080	-1.584
-1.044	-1.584
-1.008	-1.584
-0.972	-1.584
-0.936	-1.584
-0.900	-1.584
-0.864	-1.584
-0.828	-1.584
-0.792	-1.584
-0.756	-1.584
-0.720	-1.584
-0.684	-1.584
-0.648	-1.584
-0.612	-1.584
-0.576	-1.584
-0.540	-1.584
-0.504	-1.584
-0.468	-1.584
-0.432	-1.584
-0.396	-1.584
-0.360	-1.584
-0.324	-1.584
-0.288	-1.584
-0.252	-1.584
-0.216	-1.584
-0.180	-1.584
-0.144	-1.584
-0.108	-1.584
-0.072	-1.584
-0.036	-1.584
0.000	-1.584
0.000	-1.531
0.000	-1.478
0.000	-1.426
0.000	-1.373
0.000	-1.320
0.000	-1.267
0.000	-1.214
0.000	-1.162
0.000	-1.109
0.000	-1.056
0.000	-1.003
0.000	-0.950
0.000	-0.898
0.000	-0.845
0.000	-0.792
0.000	-0.739
0.000	-0.686
0.000	-0.634
0.000	-0.581
0.000	-0.528
0.000	-0.475
0.000	-0.422
0.000	-0.370
0.000	-0.317
0.000	-0.264
0.000	-0.211
0.000	-0.158
0.000	-0.106
0.000	-0.053
0.000	0.000
0.000	0.000
0.043	0.000
0.086	0.000
0.130	0.000
0.173	0.000
0.216	0.000
0.259	0.000
0.302	0.000
0.346	0.000
0.389	0.000
