0	0	0	0	0	0	0	0	0	0	0	0
0.04	0	0	0	0	0	0.04	0	0	0	0	0
0.08	0	0	0	0	0	0.08	0	0	0	0	0
0.12	0	0	0	0	0	0.12	0	0	0	0	0
0.16	0	0	0	0	0	0.16	0	0	0	0	0
0.2	0	0	0	0	0	0.2	0	0	0	0	0
0.2	0	0	0	0	0	0.2	0	0	0	0	0
0.16	0	0	0	0	0	0.16	0	0	0	0	0
0.12	0	0	0	0	0	0.12	0	0	0	0	0
0.08	0	0	0	0	0	0.08	0	0	0	0	0
0.04	0	0	0	0	0	0.04	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
-0.04	0	0	0	0	0	-0.04	0	0	0	0	0
-0.08	0	0	0	0	0	-0.08	0	0	0	0	0
-0.12	0	0	0	0	0	-0.12	0	0	0	0	0
-0.16	0	0	0	0	0	-0.16	0	0	0	0	0
-0.2	0	0	0	0	0	-0.2	0	0	0	0	0
-0.2	0	0	0	0	0	-0.2	0	0	0	0	0
-0.16	0	0	0	0	0	-0.16	0	0	0	0	0
-0.12	0	0	0	0	0	-0.12	0	0	0	0	0
-0.08	0	0	0	0	0	-0.08	0	0	0	0	0
-0.04	0	0	0	0	0	-0.04	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.04	0	0	0	0	0	0.04	0	0	0
0	0	0.08	0	0	0	0	0	0.08	0	0	0
0	0	0.12	0	0	0	0	0	0.12	0	0	0
0	0	0.16	0	0	0	0	0	0.16	0	0	0
0	0	0.2	0	0	0	0	0	0.2	0	0	0
0	0	0.2	0	0	0	0	0	0.2	0	0	0
0	0	0.16	0	0	0	0	0	0.16	0	0	0
0	0	0.12	0	0	0	0	0	0.12	0	0	0
0	0	0.08	0	0	0	0	0	0.08	0	0	0
0	0	0.04	0	0	0	0	0	0.04	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.04	0	0	0	0	0	-0.04	0	0	0
0	0	-0.08	0	0	0	0	0	-0.08	0	0	0
0	0	-0.12	0	0	0	0	0	-0.12	0	0	0
0	0	-0.16	0	0	0	0	0	-0.16	0	0	0
0	0	-0.2	0	0	0	0	0	-0.2	0	0	0
0	0	-0.2	0	0	0	0	0	-0.2	0	0	0
0	0	-0.16	0	0	0	0	0	-0.16	0	0	0
0	0	-0.12	0	0	0	0	0	-0.12	0	0	0
0	0	-0.08	0	0	0	0	0	-0.08	0	0	0
0	0	-0.04	0	0	0	0	0	-0.04	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.0007	0	0	0	0	0	0.0007	0
0	0	0	0	0.0014	0	0	0	0	0	0.0014	0
0	0	0	0	0.0021	0	0	0	0	0	0.0021	0
0	0	0	0	0.0028	0	0	0	0	0	0.0028	0
0	0	0	0	0.0035	0	0	0	0	0	0.0035	0
0	0	0	0	0.0042	0	0	0	0	0	0.0042	0
0	0	0	0	0.0049	0	0	0	0	0	0.0049	0
0	0	0	0	0.0049	0	0	0	0	0	0.0049	0
0	0	0	0	0.0042	0	0	0	0	0	0.0042	0
0	0	0	0	0.0035	0	0	0	0	0	0.0035	0
0	0	0	0	0.0028	0	0	0	0	0	0.0028	0
0	0	0	0	0.0021	0	0	0	0	0	0.0021	0
0	0	0	0	0.0014	0	0	0	0	0	0.0014	0
0	0	0	0	0.0007	0	0	0	0	0	0.0007	0
0	0	0	0	0	0	0	0	0	0	0	0
