3.2906868	30	0	3.7912399	30	0
3.2906868	30	0	3.7912399	30	0
3.25972345	30	0	3.76027655	30	0
3.18172345	30	0	3.68227655	30	0
3.02572345	30	0	3.52627655	30	0
2.86972345	30	0	3.37027655	30	0
2.71372345	30	0	3.21427655	30	0
2.55772345	30	0	3.05827655	30	0
2.40172345	30	0	2.90227655	30	0
2.24572345	30	0	2.74627655	30	0
2.08972345	30	0	2.59027655	30	0
1.93372345	30	0	2.43427655	30	0
1.77772345	30	0	2.27827655	30	0
1.62172345	30	0	2.12227655	30	0
1.46572345	30	0	1.96627655	30	0
1.30972345	30	0	1.81027655	30	0
1.15372345	30	0	1.65427655	30	0
0.99772345	30	0	1.49827655	30	0
0.84172345	30	0	1.34227655	30	0
0.68572345	30	0	1.18627655	30	0
0.52972345	30	0	1.03027655	30	0
0.37372345	30	0	0.87427655	30	0
0.21772345	30	0	0.71827655	30	0
0.06172345	30	0	0.56227655	30	0
-0.09427655	30	0	0.40627655	30	0
-0.25027655	30	0	0.25027655	30	0
-0.40627655	30	0	0.09427655	30	0
-0.56227655	30	0	-0.06172345	30	0
-0.71827655	30	0	-0.21772345	30	0
-0.87427655	30	0	-0.37372345	30	0
-1.03027655	30	0	-0.52972345	30	0
-1.18627655	30	0	-0.68572345	30	0
-1.34227655	30	0	-0.84172345	30	0
-1.49827655	30	0	-0.99772345	30	0
-1.65427655	30	0	-1.15372345	30	0
-1.81027655	30	0	-1.30972345	30	0
-1.96627655	30	0	-1.46572345	30	0
-2.12227655	30	0	-1.62172345	30	0
-2.27827655	30	0	-1.77772345	30	0
-2.43427655	30	0	-1.93372345	30	0
-2.59027655	30	0	-2.08972345	30	0
-2.74627655	30	0	-2.24572345	30	0
-2.90227655	30	0	-2.40172345	30	0
-3.05827655	30	0	-2.55772345	30	0
-3.21427655	30	0	-2.71372345	30	0
-3.37027655	30	0	-2.86972345	30	0
-3.52627655	30	0	-3.02572345	30	0
-3.68227655	30	0	-3.18172345	30	0
-3.76027655	30	0	-3.25972345	30	0
-3.83827655	30	0	-3.33772345	30	0
-3.99427655	30	0	-3.49372345	30	0
-4.15027655	30	0	-3.64972345	30	0
-3.99427655	30	0	-3.49372345	30	0
-3.83827655	30	0	-3.33772345	30	0
-3.76027655	30	0	-3.25972345	30	0
-3.68227655	30	0	-3.18172345	30	0
-3.52627655	30	0	-3.02572345	30	0
-3.37027655	30	0	-2.86972345	30	0
-3.21427655	30	0	-2.71372345	30	0
-3.05827655	30	0	-2.55772345	30	0
-2.90227655	30	0	-2.40172345	30	0
-2.74627655	30	0	-2.24572345	30	0
-2.59027655	30	0	-2.08972345	30	0
-2.43427655	30	0	-1.93372345	30	0
-2.27827655	30	0	-1.77772345	30	0
-2.12227655	30	0	-1.62172345	30	0
-1.96627655	30	0	-1.46572345	30	0
-1.81027655	30	0	-1.30972345	30	0
-1.65427655	30	0	-1.15372345	30	0
-1.49827655	30	0	-0.99772345	30	0
-1.34227655	30	0	-0.84172345	30	0
-1.18627655	30	0	-0.68572345	30	0
-1.03027655	30	0	-0.52972345	30	0
-0.87427655	30	0	-0.37372345	30	0
-0.71827655	30	0	-0.21772345	30	0
-0.56227655	30	0	-0.06172345	30	0
-0.40627655	30	0	0.09427655	30	0
-0.25027655	30	0	0.25027655	30	0
