0	0	0	0	0	300
0.025	0	0	0	0	300
0	0	0	0	0	300
-0.025	0	0	0	0	300
0	0	0	0	0	300
0	0.025	0	0	0	300
0	0	0	0	0	300
0	-0.025	0	0	0	300
0	0	0	0	0	300
0	0	0.001	0	0	300
0	0	0	0	0	300
0	0	-0.001	0	0	300
0	0	0	0	0	300
0	0	0	0.001	0	300
0	0	0	0	0	300
0	0	0	-0.001	0	300
0	0	0	0	0	300
0	0	0	0	0.001	300
0	0	0	0	0	300
0	0	0	0	-0.001	300
0	0	0	0	0	300
0.05	0	0	0	0	300
0	0	0	0	0	300
-0.05	0	0	0	0	300
0	0	0	0	0	300
0	0.05	0	0	0	300
0	0	0	0	0	300
0	-0.05	0	0	0	300
0	0	0	0	0	300
0	0	0.002	0	0	300
0	0	0	0	0	300
0	0	-0.002	0	0	300
0	0	0	0	0	300
0	0	0	0.002	0	300
0	0	0	0	0	300
0	0	0	-0.002	0	300
0	0	0	0	0	300
0	0	0	0	0.002	300
0	0	0	0	0	300
0	0	0	0	-0.002	300
0	0	0	0	0	300
