0.00E+00	0.00E+00	0.00E+00	0.00E+00
2.50E-02	-1.34E-03	2.50E-02	-1.34E-03
5.00E-02	-2.68E-03	5.00E-02	-2.68E-03
7.50E-02	-4.02E-03	7.50E-02	-4.02E-03
5.00E-02	-2.68E-03	5.00E-02	-2.68E-03
2.50E-02	-1.34E-03	2.50E-02	-1.34E-03
0.00E+00	0.00E+00	0.00E+00	0.00E+00
-2.50E-02	1.34E-03	-2.50E-02	1.34E-03
-5.00E-02	2.68E-03	-5.00E-02	2.68E-03
-7.50E-02	4.02E-03	-7.50E-02	4.02E-03
-5.00E-02	2.68E-03	-5.00E-02	2.68E-03
-2.50E-02	1.34E-03	-2.50E-02	1.34E-03
0.00E+00	0.00E+00	0.00E+00	0.00E+00
