0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	500	0	0	0	0	0	500
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1000	0	0	0	0	0	1000
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1500	0	0	0	0	0	1500
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1000	0	0	0	0	0	1000
0.02	0	0	0	0	1000	0.02	0	0	0	0	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
-0.02	0	0	0	0	1000	-0.02	0	0	0	0	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
0.02	0	0	0	0	1000	0.02	0	0	0	0	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
-0.02	0	0	0	0	1000	-0.02	0	0	0	0	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
0	0.02	0	0	0	1000	0	0.02	0	0	0	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
0	-0.02	0	0	0	1000	0	-0.02	0	0	0	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
0	0.02	0	0	0	1000	0	0.02	0	0	0	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
0	-0.02	0	0	0	1000	0	-0.02	0	0	0	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
0	0	0.002	0	0	1000	0	0	0.002	0	0	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
0	0	-0.002	0	0	1000	0	0	-0.002	0	0	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
0	0	0.002	0	0	1000	0	0	0.002	0	0	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
0	0	-0.002	0	0	1000	0	0	-0.002	0	0	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
0	0	0	0.002	0	1000	0	0	0	0.002	0	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
0	0	0	-0.002	0	1000	0	0	0	-0.002	0	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
0	0	0	0.002	0	1000	0	0	0	0.002	0	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
0	0	0	-0.002	0	1000	0	0	0	-0.002	0	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
0	0	0	0	0.002	1000	0	0	0	0	0.002	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
0	0	0	0	-0.002	1000	0	0	0	0	-0.002	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
0	0	0	0	0.002	1000	0	0	0	0	0.002	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
0	0	0	0	-0.002	1000	0	0	0	0	-0.002	1000
0	0	0	0	0	1000	0	0	0	0	0	1000
